country,date,total,new 
Croatia,20-02-18,0,0
Croatia,20-02-19,0,0
Croatia,20-02-20,0,0
Croatia,20-02-21,0,0
Croatia,20-02-22,0,0
Croatia,20-02-23,0,0
Croatia,20-02-24,0,0
Croatia,20-02-25,1,1
Croatia,20-02-26,3,2
Croatia,20-02-27,3,0
Croatia,20-02-28,5,2
Croatia,20-02-29,6,1
Croatia,20-03-01,7,1
Croatia,20-03-02,7,0
Croatia,20-03-03,9,2
Croatia,20-03-04,10,1
Croatia,20-03-05,10,0
Croatia,20-03-06,11,1
Croatia,20-03-07,12,1
Croatia,20-03-08,12,0
Croatia,20-03-09,12,0
Croatia,20-03-10,14,2
Croatia,20-03-11,19,5
Croatia,20-03-12,19,0
Croatia,20-03-13,32,13
Croatia,20-03-14,38,6
Croatia,20-03-15,49,11
Croatia,20-03-16,57,8
Croatia,20-03-17,65,8
Croatia,20-03-18,81,16
Croatia,20-03-19,105,24
Croatia,20-03-20,128,23
Croatia,20-03-21,206,78
Croatia,20-03-22,254,48
Croatia,20-03-23,315,61
Croatia,20-03-24,382,67
Croatia,20-03-25,442,60
Croatia,20-03-26,495,53
Croatia,20-03-27,586,91
Croatia,20-03-28,657,71
Croatia,20-03-29,713,56
Croatia,20-03-30,790,77
Croatia,20-03-31,867,77
Croatia,20-04-01,963,96
Croatia,20-04-02,1011,48
Croatia,20-04-03,1079,68
Croatia,20-04-04,1126,47
Croatia,20-04-05,1182,56
Croatia,20-04-06,1222,40
Croatia,20-04-07,1282,60
Croatia,20-04-08,1343,61
Croatia,20-04-09,1407,64
Croatia,20-04-10,1495,88
Croatia,20-04-11,1534,39
Croatia,20-04-12,1600,66
Croatia,20-04-13,1650,50
Croatia,20-04-14,1704,54
Croatia,20-04-15,1741,37
Croatia,20-04-16,1791,50
Croatia,20-04-17,1814,23
Croatia,20-04-18,1832,18
Croatia,20-04-19,1871,39
Croatia,20-04-20,1881,10
Croatia,20-04-21,1908,27
Croatia,20-04-22,1950,42
Croatia,20-04-23,1981,31
Croatia,20-04-24,2009,28
Croatia,20-04-25,2016,7
Croatia,20-04-26,2030,14
Croatia,20-04-27,2039,9
Croatia,20-04-28,2047,8
Croatia,20-04-29,2062,15
Croatia,20-04-30,2076,14
Croatia,20-05-01,2085,9
Croatia,20-05-02,2088,3
Croatia,20-05-03,2096,8
Croatia,20-05-04,2101,5
Croatia,20-05-05,2112,11
Croatia,20-05-06,2119,7
Croatia,20-05-07,2125,6
Croatia,20-05-08,2161,36
Croatia,20-05-09,2176,15
Croatia,20-05-10,2187,11
Croatia,20-05-11,2196,9
Croatia,20-05-12,2207,11
Croatia,20-05-13,2213,6
Croatia,20-05-14,2221,8
Croatia,20-05-15,2222,1
Croatia,20-05-16,2224,2
Croatia,20-05-17,2226,2
Croatia,20-05-18,2228,2
Croatia,20-05-19,2232,4
Croatia,20-05-20,2234,2
Croatia,20-05-21,2237,3
Croatia,20-05-22,2243,6
Croatia,20-05-23,2243,0
Croatia,20-05-24,2244,1
Croatia,20-05-25,2244,0
Croatia,20-05-26,2244,0
Croatia,20-05-27,2244,0
Croatia,20-05-28,2245,1
Croatia,20-05-29,2245,0
Croatia,20-05-30,2246,1
Croatia,20-05-31,2246,0
Croatia,20-06-01,2246,0
Croatia,20-06-02,2246,0
Croatia,20-06-03,2246,0
Croatia,20-06-04,2247,1
Croatia,20-06-05,2247,0
Croatia,20-06-06,2247,0
Croatia,20-06-07,2247,0
Croatia,20-06-08,2247,0
Croatia,20-06-09,2247,0
Croatia,20-06-10,2249,2
Croatia,20-06-11,2249,0
Croatia,20-06-12,2249,0
Cuba,20-01-22,0,0
Cuba,20-01-23,0,0
Cuba,20-01-24,0,0
Cuba,20-01-25,0,0
Cuba,20-01-26,0,0
Cuba,20-01-27,0,0
Cuba,20-01-28,0,0
Cuba,20-01-29,0,0
Cuba,20-01-30,0,0
Cuba,20-01-31,0,0
Cuba,20-02-01,0,0
Cuba,20-02-02,0,0
Cuba,20-02-03,0,0
Cuba,20-02-04,0,0
Cuba,20-02-05,0,0
Cuba,20-02-06,0,0
Cuba,20-02-07,0,0
Cuba,20-02-08,0,0
Cuba,20-02-09,0,0
Cuba,20-02-10,0,0
Cuba,20-02-11,0,0
Cuba,20-02-12,0,0
Cuba,20-02-13,0,0
Cuba,20-02-14,0,0
Cuba,20-02-15,0,0
Cuba,20-02-16,0,0
Cuba,20-02-17,0,0
Cuba,20-02-18,0,0
Cuba,20-02-19,0,0
Cuba,20-02-20,0,0
Cuba,20-02-21,0,0
Cuba,20-02-22,0,0
Cuba,20-02-23,0,0
Cuba,20-02-24,0,0
Cuba,20-02-25,0,0
Cuba,20-02-26,0,0
Cuba,20-02-27,0,0
Cuba,20-02-28,0,0
Cuba,20-02-29,0,0
Cuba,20-03-01,0,0
Cuba,20-03-02,0,0
Cuba,20-03-03,0,0
Cuba,20-03-04,0,0
Cuba,20-03-05,0,0
Cuba,20-03-06,0,0
Cuba,20-03-07,0,0
Cuba,20-03-08,0,0
Cuba,20-03-09,0,0
Cuba,20-03-10,0,0
Cuba,20-03-11,0,0
Cuba,20-03-12,3,3
Cuba,20-03-13,4,1
Cuba,20-03-14,4,0
Cuba,20-03-15,4,0
Cuba,20-03-16,4,0
Cuba,20-03-17,5,1
Cuba,20-03-18,7,2
Cuba,20-03-19,11,4
Cuba,20-03-20,16,5
Cuba,20-03-21,21,5
Cuba,20-03-22,35,14
Cuba,20-03-23,40,5
Cuba,20-03-24,48,8
Cuba,20-03-25,57,9
Cuba,20-03-26,67,10
Cuba,20-03-27,80,13
Cuba,20-03-28,119,39
Cuba,20-03-29,139,20
Cuba,20-03-30,170,31
Cuba,20-03-31,186,16
Cuba,20-04-01,212,26
Cuba,20-04-02,233,21
Cuba,20-04-03,269,36
Cuba,20-04-04,288,19
Cuba,20-04-05,320,32
Cuba,20-04-06,350,30
Cuba,20-04-07,396,46
Cuba,20-04-08,457,61
Cuba,20-04-09,515,58
Cuba,20-04-10,564,49
Cuba,20-04-11,620,56
Cuba,20-04-12,669,49
Cuba,20-04-13,726,57
Cuba,20-04-14,766,40
Cuba,20-04-15,814,48
Cuba,20-04-16,862,48
Cuba,20-04-17,923,61
Cuba,20-04-18,986,63
Cuba,20-04-19,1035,49
Cuba,20-04-20,1087,52
Cuba,20-04-21,1137,50
Cuba,20-04-22,1189,52
Cuba,20-04-23,1235,46
Cuba,20-04-24,1285,50
Cuba,20-04-25,1337,52
Cuba,20-04-26,1369,32
Cuba,20-04-27,1389,20
Cuba,20-04-28,1437,48
Cuba,20-04-29,1467,30
Cuba,20-04-30,1501,34
Cuba,20-05-01,1537,36
Cuba,20-05-02,1611,74
Cuba,20-05-03,1649,38
Cuba,20-05-04,1668,19
Cuba,20-05-05,1685,17
Cuba,20-05-06,1703,18
Cuba,20-05-07,1729,26
Cuba,20-05-08,1741,12
Cuba,20-05-09,1754,13
Cuba,20-05-10,1766,12
Cuba,20-05-11,1783,17
Cuba,20-05-12,1804,21
Cuba,20-05-13,1810,6
Cuba,20-05-14,1830,20
Cuba,20-05-15,1840,10
Cuba,20-05-16,1862,22
Cuba,20-05-17,1872,10
Cuba,20-05-18,1881,9
Cuba,20-05-19,1887,6
Cuba,20-05-20,1900,13
Cuba,20-05-21,1908,8
Cuba,20-05-22,1916,8
Cuba,20-05-23,1931,15
Cuba,20-05-24,1941,10
Cuba,20-05-25,1947,6
Cuba,20-05-26,1963,16
Cuba,20-05-27,1974,11
Cuba,20-05-28,1983,9
Cuba,20-05-29,2005,22
Cuba,20-05-30,2025,20
Cuba,20-05-31,2045,20
Cuba,20-06-01,2083,38
Cuba,20-06-02,2092,9
Cuba,20-06-03,2107,15
Cuba,20-06-04,2119,12
Cuba,20-06-05,2133,14
Cuba,20-06-06,2173,40
Cuba,20-06-07,2191,18
Cuba,20-06-08,2200,9
Cuba,20-06-09,2205,5
Cuba,20-06-10,2211,6
Cuba,20-06-11,2219,8
Cuba,20-06-12,2233,14
Cyprus,20-01-22,0,0
Cyprus,20-01-23,0,0
Cyprus,20-01-24,0,0
Cyprus,20-01-25,0,0
Cyprus,20-01-26,0,0
Cyprus,20-01-27,0,0
Cyprus,20-01-28,0,0
Cyprus,20-01-29,0,0
Cyprus,20-01-30,0,0
Cyprus,20-01-31,0,0
Cyprus,20-02-01,0,0
Cyprus,20-02-02,0,0
Cyprus,20-02-03,0,0
Cyprus,20-02-04,0,0
Cyprus,20-02-05,0,0
Cyprus,20-02-06,0,0
Cyprus,20-02-07,0,0
Cyprus,20-02-08,0,0
Cyprus,20-02-09,0,0
Cyprus,20-02-10,0,0
Cyprus,20-02-11,0,0
Cyprus,20-02-12,0,0
Cyprus,20-02-13,0,0
Cyprus,20-02-14,0,0
Cyprus,20-02-15,0,0
Cyprus,20-02-16,0,0
Cyprus,20-02-17,0,0
Cyprus,20-02-18,0,0
Cyprus,20-02-19,0,0
Cyprus,20-02-20,0,0
Cyprus,20-02-21,0,0
Cyprus,20-02-22,0,0
Cyprus,20-02-23,0,0
Cyprus,20-02-24,0,0
Cyprus,20-02-25,0,0
Cyprus,20-02-26,0,0
Cyprus,20-02-27,0,0
Cyprus,20-02-28,0,0
Cyprus,20-02-29,0,0
Cyprus,20-03-01,0,0
Cyprus,20-03-02,0,0
Cyprus,20-03-03,0,0
Cyprus,20-03-04,0,0
Cyprus,20-03-05,0,0
Cyprus,20-03-06,0,0
Cyprus,20-03-07,0,0
Cyprus,20-03-08,0,0
Cyprus,20-03-09,2,2
Cyprus,20-03-10,3,1
Cyprus,20-03-11,6,3
Cyprus,20-03-12,6,0
Cyprus,20-03-13,14,8
Cyprus,20-03-14,26,12
Cyprus,20-03-15,26,0
Cyprus,20-03-16,33,7
Cyprus,20-03-17,46,13
Cyprus,20-03-18,49,3
Cyprus,20-03-19,67,18
Cyprus,20-03-20,67,0
Cyprus,20-03-21,84,17
Cyprus,20-03-22,95,11
Cyprus,20-03-23,116,21
Cyprus,20-03-24,124,8
Cyprus,20-03-25,132,8
Cyprus,20-03-26,146,14
Cyprus,20-03-27,162,16
Cyprus,20-03-28,179,17
Cyprus,20-03-29,214,35
Cyprus,20-03-30,230,16
Cyprus,20-03-31,262,32
Cyprus,20-04-01,320,58
Cyprus,20-04-02,356,36
Cyprus,20-04-03,396,40
Cyprus,20-04-04,426,30
Cyprus,20-04-05,446,20
Cyprus,20-04-06,465,19
Cyprus,20-04-07,494,29
Cyprus,20-04-08,526,32
Cyprus,20-04-09,564,38
Cyprus,20-04-10,595,31
Cyprus,20-04-11,616,21
Cyprus,20-04-12,633,17
Cyprus,20-04-13,662,29
Cyprus,20-04-14,695,33
Cyprus,20-04-15,715,20
Cyprus,20-04-16,735,20
Cyprus,20-04-17,750,15
Cyprus,20-04-18,761,11
Cyprus,20-04-19,767,6
Cyprus,20-04-20,772,5
Cyprus,20-04-21,784,12
Cyprus,20-04-22,790,6
Cyprus,20-04-23,795,5
Cyprus,20-04-24,804,9
Cyprus,20-04-25,810,6
Cyprus,20-04-26,817,7
Cyprus,20-04-27,822,5
Cyprus,20-04-28,837,15
Cyprus,20-04-29,843,6
Cyprus,20-04-30,850,7
Cyprus,20-05-01,857,7
Cyprus,20-05-02,864,7
Cyprus,20-05-03,872,8
Cyprus,20-05-04,874,2
Cyprus,20-05-05,878,4
Cyprus,20-05-06,883,5
Cyprus,20-05-07,889,6
Cyprus,20-05-08,891,2
Cyprus,20-05-09,892,1
Cyprus,20-05-10,898,6
Cyprus,20-05-11,901,3
Cyprus,20-05-12,903,2
Cyprus,20-05-13,905,2
Cyprus,20-05-14,907,2
Cyprus,20-05-15,910,3
Cyprus,20-05-16,914,4
Cyprus,20-05-17,916,2
Cyprus,20-05-18,917,1
Cyprus,20-05-19,918,1
Cyprus,20-05-20,922,4
Cyprus,20-05-21,923,1
Cyprus,20-05-22,927,4
Cyprus,20-05-23,927,0
Cyprus,20-05-24,935,8
Cyprus,20-05-25,937,2
Cyprus,20-05-26,939,2
Cyprus,20-05-27,939,0
Cyprus,20-05-28,941,2
Cyprus,20-05-29,942,1
Cyprus,20-05-30,944,2
Cyprus,20-05-31,944,0
Cyprus,20-06-01,949,5
Cyprus,20-06-02,952,3
Cyprus,20-06-03,958,6
Cyprus,20-06-04,958,0
Cyprus,20-06-05,960,2
Cyprus,20-06-06,960,0
Cyprus,20-06-07,964,4
Cyprus,20-06-08,970,6
Cyprus,20-06-09,972,2
Cyprus,20-06-10,974,2
Cyprus,20-06-11,975,1
Cyprus,20-06-12,980,5
Czechia,20-01-22,0,0
Czechia,20-01-23,0,0
Czechia,20-01-24,0,0
Czechia,20-01-25,0,0
Czechia,20-01-26,0,0
Czechia,20-01-27,0,0
Czechia,20-01-28,0,0
Czechia,20-01-29,0,0
Czechia,20-01-30,0,0
Czechia,20-01-31,0,0
Czechia,20-02-01,0,0
Czechia,20-02-02,0,0
Czechia,20-02-03,0,0
Czechia,20-02-04,0,0
Czechia,20-02-05,0,0
Czechia,20-02-06,0,0
Czechia,20-02-07,0,0
Czechia,20-02-08,0,0
Czechia,20-02-09,0,0
Czechia,20-02-10,0,0
Czechia,20-02-11,0,0
Czechia,20-02-12,0,0
Czechia,20-02-13,0,0
Czechia,20-02-14,0,0
Czechia,20-02-15,0,0
Czechia,20-02-16,0,0
Czechia,20-02-17,0,0
Czechia,20-02-18,0,0
Czechia,20-02-19,0,0
Czechia,20-02-20,0,0
Czechia,20-02-21,0,0
Czechia,20-02-22,0,0
Czechia,20-02-23,0,0
Czechia,20-02-24,0,0
Czechia,20-02-25,0,0
Czechia,20-02-26,0,0
Czechia,20-02-27,0,0
Czechia,20-02-28,0,0
Czechia,20-02-29,0,0
Czechia,20-03-01,3,3
Czechia,20-03-02,3,0
Czechia,20-03-03,5,2
Czechia,20-03-04,8,3
Czechia,20-03-05,12,4
Czechia,20-03-06,18,6
Czechia,20-03-07,19,1
Czechia,20-03-08,31,12
Czechia,20-03-09,31,0
Czechia,20-03-10,41,10
Czechia,20-03-11,91,50
Czechia,20-03-12,94,3
Czechia,20-03-13,141,47
Czechia,20-03-14,189,48
Czechia,20-03-15,253,64
Czechia,20-03-16,298,45
Czechia,20-03-17,396,98
Czechia,20-03-18,464,68
Czechia,20-03-19,694,230
Czechia,20-03-20,833,139
Czechia,20-03-21,995,162
Czechia,20-03-22,1120,125
Czechia,20-03-23,1236,116
Czechia,20-03-24,1394,158
Czechia,20-03-25,1654,260
Czechia,20-03-26,1925,271
Czechia,20-03-27,2279,354
Czechia,20-03-28,2631,352
Czechia,20-03-29,2817,186
Czechia,20-03-30,3001,184
Czechia,20-03-31,3308,307
Czechia,20-04-01,3508,200
Czechia,20-04-02,3858,350
Czechia,20-04-03,4091,233
Czechia,20-04-04,4472,381
Czechia,20-04-05,4587,115
Czechia,20-04-06,4822,235
Czechia,20-04-07,5017,195
Czechia,20-04-08,5312,295
Czechia,20-04-09,5569,257
Czechia,20-04-10,5732,163
Czechia,20-04-11,5831,99
Czechia,20-04-12,5991,160
Czechia,20-04-13,6059,68
Czechia,20-04-14,6111,52
Czechia,20-04-15,6216,105
Czechia,20-04-16,6433,217
Czechia,20-04-17,6549,116
Czechia,20-04-18,6606,57
Czechia,20-04-19,6746,140
Czechia,20-04-20,6900,154
Czechia,20-04-21,7033,133
Czechia,20-04-22,7132,99
Czechia,20-04-23,7187,55
Czechia,20-04-24,7273,86
Czechia,20-04-25,7352,79
Czechia,20-04-26,7404,52
Czechia,20-04-27,7445,41
Czechia,20-04-28,7504,59
Czechia,20-04-29,7579,75
Czechia,20-04-30,7682,103
Czechia,20-05-01,7737,55
Czechia,20-05-02,7755,18
Czechia,20-05-03,7781,26
Czechia,20-05-04,7819,38
Czechia,20-05-05,7896,77
Czechia,20-05-06,7974,78
Czechia,20-05-07,8031,57
Czechia,20-05-08,8077,46
Czechia,20-05-09,8095,18
Czechia,20-05-10,8123,28
Czechia,20-05-11,8176,53
Czechia,20-05-12,8221,45
Czechia,20-05-13,8269,48
Czechia,20-05-14,8351,82
Czechia,20-05-15,8406,55
Czechia,20-05-16,8455,49
Czechia,20-05-17,8475,20
Czechia,20-05-18,8586,111
Czechia,20-05-19,8647,61
Czechia,20-05-20,8721,74
Czechia,20-05-21,8754,33
Czechia,20-05-22,8813,59
Czechia,20-05-23,8890,77
Czechia,20-05-24,8955,65
Czechia,20-05-25,9002,47
Czechia,20-05-26,9050,48
Czechia,20-05-27,9086,36
Czechia,20-05-28,9140,54
Czechia,20-05-29,9196,56
Czechia,20-05-30,9230,34
Czechia,20-05-31,9268,38
Czechia,20-06-01,9302,34
Czechia,20-06-02,9364,62
Czechia,20-06-03,9438,74
Czechia,20-06-04,9494,56
Czechia,20-06-05,9529,35
Czechia,20-06-06,9567,38
Czechia,20-06-07,9628,61
Czechia,20-06-08,9697,69
Czechia,20-06-09,9751,54
Czechia,20-06-10,9824,73
Czechia,20-06-11,9855,31
Czechia,20-06-12,9938,83
Denmark,20-01-22,0,0
Denmark,20-01-23,0,0
Denmark,20-01-24,0,0
Denmark,20-01-25,0,0
Denmark,20-01-26,0,0
Denmark,20-01-27,0,0
Denmark,20-01-28,0,0
Denmark,20-01-29,0,0
Denmark,20-01-30,0,0
Denmark,20-01-31,0,0
Denmark,20-02-01,0,0
Denmark,20-02-02,0,0
Denmark,20-02-03,0,0
Denmark,20-02-04,0,0
Denmark,20-02-05,0,0
Denmark,20-02-06,0,0
Denmark,20-02-07,0,0
Denmark,20-02-08,0,0
Denmark,20-02-09,0,0
Denmark,20-02-10,0,0
Denmark,20-02-11,0,0
Denmark,20-02-12,0,0
Denmark,20-02-13,0,0
Denmark,20-02-14,0,0
Denmark,20-02-15,0,0
Denmark,20-02-16,0,0
Denmark,20-02-17,0,0
Denmark,20-02-18,0,0
Denmark,20-02-19,0,0
Denmark,20-02-20,0,0
Denmark,20-02-21,0,0
Denmark,20-02-22,0,0
Denmark,20-02-23,0,0
Denmark,20-02-24,0,0
Denmark,20-02-25,0,0
Denmark,20-02-26,0,0
Denmark,20-02-27,1,1
Denmark,20-02-28,1,0
Denmark,20-02-29,3,2
Denmark,20-03-01,4,1
Denmark,20-03-02,4,0
Denmark,20-03-03,6,2
Denmark,20-03-04,11,5
Denmark,20-03-05,11,0
Denmark,20-03-06,24,13
Denmark,20-03-07,24,0
Denmark,20-03-08,37,13
Denmark,20-03-09,92,55
Denmark,20-03-10,264,172
Denmark,20-03-11,444,180
Denmark,20-03-12,617,173
Denmark,20-03-13,804,187
Denmark,20-03-14,836,32
Denmark,20-03-15,875,39
Denmark,20-03-16,933,58
Denmark,20-03-17,1025,92
Denmark,20-03-18,1116,91
Denmark,20-03-19,1225,109
Denmark,20-03-20,1337,112
Denmark,20-03-21,1420,83
Denmark,20-03-22,1514,94
Denmark,20-03-23,1572,58
Denmark,20-03-24,1718,146
Denmark,20-03-25,1862,144
Denmark,20-03-26,2023,161
Denmark,20-03-27,2200,177
Denmark,20-03-28,2366,166
Denmark,20-03-29,2564,198
Denmark,20-03-30,2755,191
Denmark,20-03-31,3039,284
Denmark,20-04-01,3290,251
Denmark,20-04-02,3573,283
Denmark,20-04-03,3946,373
Denmark,20-04-04,4269,323
Denmark,20-04-05,4561,292
Denmark,20-04-06,4875,314
Denmark,20-04-07,5266,391
Denmark,20-04-08,5597,331
Denmark,20-04-09,5830,233
Denmark,20-04-10,6014,184
Denmark,20-04-11,6191,177
Denmark,20-04-12,6369,178
Denmark,20-04-13,6513,144
Denmark,20-04-14,6706,193
Denmark,20-04-15,6876,170
Denmark,20-04-16,7074,198
Denmark,20-04-17,7268,194
Denmark,20-04-18,7437,169
Denmark,20-04-19,7580,143
Denmark,20-04-20,7711,131
Denmark,20-04-21,7891,180
Denmark,20-04-22,8108,217
Denmark,20-04-23,8271,163
Denmark,20-04-24,8408,137
Denmark,20-04-25,8643,235
Denmark,20-04-26,8773,130
Denmark,20-04-27,8896,123
Denmark,20-04-28,9049,153
Denmark,20-04-29,9206,157
Denmark,20-04-30,9356,150
Denmark,20-05-01,9509,153
Denmark,20-05-02,9605,96
Denmark,20-05-03,9721,116
Denmark,20-05-04,9868,147
Denmark,20-05-05,10019,151
Denmark,20-05-06,10136,117
Denmark,20-05-07,10281,145
Denmark,20-05-08,10416,135
Denmark,20-05-09,10517,101
Denmark,20-05-10,10627,110
Denmark,20-05-11,10711,84
Denmark,20-05-12,10789,78
Denmark,20-05-13,10865,76
Denmark,20-05-14,10911,46
Denmark,20-05-15,10989,78
Denmark,20-05-16,11056,67
Denmark,20-05-17,11125,69
Denmark,20-05-18,11166,41
Denmark,20-05-19,11242,76
Denmark,20-05-20,11315,73
Denmark,20-05-21,11380,65
Denmark,20-05-22,11428,48
Denmark,20-05-23,11487,59
Denmark,20-05-24,11559,72
Denmark,20-05-25,11586,27
Denmark,20-05-26,11627,41
Denmark,20-05-27,11680,53
Denmark,20-05-28,11712,32
Denmark,20-05-29,11793,81
Denmark,20-05-30,11833,40
Denmark,20-05-31,11869,36
Denmark,20-06-01,11899,30
Denmark,20-06-02,11934,35
Denmark,20-06-03,11971,37
Denmark,20-06-04,12011,40
Denmark,20-06-05,12075,64
Denmark,20-06-06,12124,49
Denmark,20-06-07,12148,24
Denmark,20-06-08,12162,14
Denmark,20-06-09,12201,39
Denmark,20-06-10,12216,15
Denmark,20-06-11,12235,19
Denmark,20-06-12,12299,64
Diamond Princess,20-01-22,0,0
Diamond Princess,20-01-23,0,0
Diamond Princess,20-01-24,0,0
Diamond Princess,20-01-25,0,0
Diamond Princess,20-01-26,0,0
Diamond Princess,20-01-27,0,0
Diamond Princess,20-01-28,0,0
Diamond Princess,20-01-29,0,0
Diamond Princess,20-01-30,0,0
Diamond Princess,20-01-31,0,0
Diamond Princess,20-02-01,0,0
Diamond Princess,20-02-02,0,0
Diamond Princess,20-02-03,0,0
Diamond Princess,20-02-04,0,0
Diamond Princess,20-02-05,0,0
Diamond Princess,20-02-06,0,0
Diamond Princess,20-02-07,61,61
Diamond Princess,20-02-08,61,0
Diamond Princess,20-02-09,64,3
Diamond Princess,20-02-10,135,71
Diamond Princess,20-02-11,135,0
Diamond Princess,20-02-12,175,40
Diamond Princess,20-02-13,175,0
Diamond Princess,20-02-14,218,43
Diamond Princess,20-02-15,285,67
Diamond Princess,20-02-16,355,70
Diamond Princess,20-02-17,454,99
Diamond Princess,20-02-18,542,88
Diamond Princess,20-02-19,621,79
Diamond Princess,20-02-20,634,13
Diamond Princess,20-02-21,634,0
Diamond Princess,20-02-22,634,0
Diamond Princess,20-02-23,691,57
Diamond Princess,20-02-24,691,0
Diamond Princess,20-02-25,691,0
Diamond Princess,20-02-26,705,14
Diamond Princess,20-02-27,705,0
Diamond Princess,20-02-28,705,0
Diamond Princess,20-02-29,705,0
Diamond Princess,20-03-01,705,0
Diamond Princess,20-03-02,705,0
Diamond Princess,20-03-03,706,1
Diamond Princess,20-03-04,706,0
Diamond Princess,20-03-05,706,0
Diamond Princess,20-03-06,706,0
Diamond Princess,20-03-07,706,0
Diamond Princess,20-03-08,706,0
Diamond Princess,20-03-09,706,0
Diamond Princess,20-03-10,706,0
Diamond Princess,20-03-11,706,0
Diamond Princess,20-03-12,706,0
Diamond Princess,20-03-13,706,0
Diamond Princess,20-03-14,706,0
Diamond Princess,20-03-15,706,0
Diamond Princess,20-03-16,706,0
Diamond Princess,20-03-17,706,0
Diamond Princess,20-03-18,712,6
Diamond Princess,20-03-19,712,0
Diamond Princess,20-03-20,712,0
Diamond Princess,20-03-21,712,0
Diamond Princess,20-03-22,712,0
Diamond Princess,20-03-23,712,0
Diamond Princess,20-03-24,712,0
Diamond Princess,20-03-25,712,0
Diamond Princess,20-03-26,712,0
Diamond Princess,20-03-27,712,0
Diamond Princess,20-03-28,712,0
Diamond Princess,20-03-29,712,0
Diamond Princess,20-03-30,712,0
Diamond Princess,20-03-31,712,0
Diamond Princess,20-04-01,712,0
Diamond Princess,20-04-02,712,0
Diamond Princess,20-04-03,712,0
Diamond Princess,20-04-04,712,0
Diamond Princess,20-04-05,712,0
Diamond Princess,20-04-06,712,0
Diamond Princess,20-04-07,712,0
Diamond Princess,20-04-08,712,0
Diamond Princess,20-04-09,712,0
Diamond Princess,20-04-10,712,0
Diamond Princess,20-04-11,712,0
Diamond Princess,20-04-12,712,0
Diamond Princess,20-04-13,712,0
Diamond Princess,20-04-14,712,0
Diamond Princess,20-04-15,712,0
Diamond Princess,20-04-16,712,0
Diamond Princess,20-04-17,712,0
Diamond Princess,20-04-18,712,0
Diamond Princess,20-04-19,712,0
Diamond Princess,20-04-20,712,0
Diamond Princess,20-04-21,712,0
Diamond Princess,20-04-22,712,0
Diamond Princess,20-04-23,712,0
Diamond Princess,20-04-24,712,0
Diamond Princess,20-04-25,712,0
Diamond Princess,20-04-26,712,0
Diamond Princess,20-04-27,712,0
Diamond Princess,20-04-28,712,0
Diamond Princess,20-04-29,712,0
Diamond Princess,20-04-30,712,0
Diamond Princess,20-05-01,712,0
Diamond Princess,20-05-02,712,0
Diamond Princess,20-05-03,712,0
Diamond Princess,20-05-04,712,0
Diamond Princess,20-05-05,712,0
Diamond Princess,20-05-06,712,0
Diamond Princess,20-05-07,712,0
Diamond Princess,20-05-08,712,0
Diamond Princess,20-05-09,712,0
Diamond Princess,20-05-10,712,0
Diamond Princess,20-05-11,712,0
Diamond Princess,20-05-12,712,0
Diamond Princess,20-05-13,712,0
Diamond Princess,20-05-14,712,0
Diamond Princess,20-05-15,712,0
Diamond Princess,20-05-16,712,0
Diamond Princess,20-05-17,712,0
Diamond Princess,20-05-18,712,0
Diamond Princess,20-05-19,712,0
Diamond Princess,20-05-20,712,0
Diamond Princess,20-05-21,712,0
Diamond Princess,20-05-22,712,0
Diamond Princess,20-05-23,712,0
Diamond Princess,20-05-24,712,0
Diamond Princess,20-05-25,712,0
Diamond Princess,20-05-26,712,0
Diamond Princess,20-05-27,712,0
Diamond Princess,20-05-28,712,0
Diamond Princess,20-05-29,712,0
Diamond Princess,20-05-30,712,0
Diamond Princess,20-05-31,712,0
Diamond Princess,20-06-01,712,0
Diamond Princess,20-06-02,712,0
Diamond Princess,20-06-03,712,0
Diamond Princess,20-06-04,712,0
Diamond Princess,20-06-05,712,0
Diamond Princess,20-06-06,712,0
Diamond Princess,20-06-07,712,0
Diamond Princess,20-06-08,712,0
Diamond Princess,20-06-09,712,0
Diamond Princess,20-06-10,712,0
Diamond Princess,20-06-11,712,0
Diamond Princess,20-06-12,712,0
Djibouti,20-01-22,0,0
Djibouti,20-01-23,0,0
Djibouti,20-01-24,0,0
Djibouti,20-01-25,0,0
Djibouti,20-01-26,0,0
Djibouti,20-01-27,0,0
Djibouti,20-01-28,0,0
Djibouti,20-01-29,0,0
Djibouti,20-01-30,0,0
Djibouti,20-01-31,0,0
Djibouti,20-02-01,0,0
Djibouti,20-02-02,0,0
Djibouti,20-02-03,0,0
Djibouti,20-02-04,0,0
Djibouti,20-02-05,0,0
Djibouti,20-02-06,0,0
Djibouti,20-02-07,0,0
Djibouti,20-02-08,0,0
Djibouti,20-02-09,0,0
Djibouti,20-02-10,0,0
Djibouti,20-02-11,0,0
Djibouti,20-02-12,0,0
Djibouti,20-02-13,0,0
Djibouti,20-02-14,0,0
Djibouti,20-02-15,0,0
Djibouti,20-02-16,0,0
Djibouti,20-02-17,0,0
Djibouti,20-02-18,0,0
Djibouti,20-02-19,0,0
Djibouti,20-02-20,0,0
Djibouti,20-02-21,0,0
Djibouti,20-02-22,0,0
Djibouti,20-02-23,0,0
Djibouti,20-02-24,0,0
Djibouti,20-02-25,0,0
Djibouti,20-02-26,0,0
Djibouti,20-02-27,0,0
Djibouti,20-02-28,0,0
Djibouti,20-02-29,0,0
Djibouti,20-03-01,0,0
Djibouti,20-03-02,0,0
