country,date,total,new 
Comoros,20-01-29,0,0
Comoros,20-01-30,0,0
Comoros,20-01-31,0,0
Comoros,20-02-01,0,0
Comoros,20-02-02,0,0
Comoros,20-02-03,0,0
Comoros,20-02-04,0,0
Comoros,20-02-05,0,0
Comoros,20-02-06,0,0
Comoros,20-02-07,0,0
Comoros,20-02-08,0,0
Comoros,20-02-09,0,0
Comoros,20-02-10,0,0
Comoros,20-02-11,0,0
Comoros,20-02-12,0,0
Comoros,20-02-13,0,0
Comoros,20-02-14,0,0
Comoros,20-02-15,0,0
Comoros,20-02-16,0,0
Comoros,20-02-17,0,0
Comoros,20-02-18,0,0
Comoros,20-02-19,0,0
Comoros,20-02-20,0,0
Comoros,20-02-21,0,0
Comoros,20-02-22,0,0
Comoros,20-02-23,0,0
Comoros,20-02-24,0,0
Comoros,20-02-25,0,0
Comoros,20-02-26,0,0
Comoros,20-02-27,0,0
Comoros,20-02-28,0,0
Comoros,20-02-29,0,0
Comoros,20-03-01,0,0
Comoros,20-03-02,0,0
Comoros,20-03-03,0,0
Comoros,20-03-04,0,0
Comoros,20-03-05,0,0
Comoros,20-03-06,0,0
Comoros,20-03-07,0,0
Comoros,20-03-08,0,0
Comoros,20-03-09,0,0
Comoros,20-03-10,0,0
Comoros,20-03-11,0,0
Comoros,20-03-12,0,0
Comoros,20-03-13,0,0
Comoros,20-03-14,0,0
Comoros,20-03-15,0,0
Comoros,20-03-16,0,0
Comoros,20-03-17,0,0
Comoros,20-03-18,0,0
Comoros,20-03-19,0,0
Comoros,20-03-20,0,0
Comoros,20-03-21,0,0
Comoros,20-03-22,0,0
Comoros,20-03-23,0,0
Comoros,20-03-24,0,0
Comoros,20-03-25,0,0
Comoros,20-03-26,0,0
Comoros,20-03-27,0,0
Comoros,20-03-28,0,0
Comoros,20-03-29,0,0
Comoros,20-03-30,0,0
Comoros,20-03-31,0,0
Comoros,20-04-01,0,0
Comoros,20-04-02,0,0
Comoros,20-04-03,0,0
Comoros,20-04-04,0,0
Comoros,20-04-05,0,0
Comoros,20-04-06,0,0
Comoros,20-04-07,0,0
Comoros,20-04-08,0,0
Comoros,20-04-09,0,0
Comoros,20-04-10,0,0
Comoros,20-04-11,0,0
Comoros,20-04-12,0,0
Comoros,20-04-13,0,0
Comoros,20-04-14,0,0
Comoros,20-04-15,0,0
Comoros,20-04-16,0,0
Comoros,20-04-17,0,0
Comoros,20-04-18,0,0
Comoros,20-04-19,0,0
Comoros,20-04-20,0,0
Comoros,20-04-21,0,0
Comoros,20-04-22,0,0
Comoros,20-04-23,0,0
Comoros,20-04-24,0,0
Comoros,20-04-25,0,0
Comoros,20-04-26,0,0
Comoros,20-04-27,0,0
Comoros,20-04-28,0,0
Comoros,20-04-29,0,0
Comoros,20-04-30,1,1
Comoros,20-05-01,1,0
Comoros,20-05-02,3,2
Comoros,20-05-03,3,0
Comoros,20-05-04,3,0
Comoros,20-05-05,3,0
Comoros,20-05-06,8,5
Comoros,20-05-07,8,0
Comoros,20-05-08,8,0
Comoros,20-05-09,11,3
Comoros,20-05-10,11,0
Comoros,20-05-11,11,0
Comoros,20-05-12,11,0
Comoros,20-05-13,11,0
Comoros,20-05-14,11,0
Comoros,20-05-15,11,0
Comoros,20-05-16,11,0
Comoros,20-05-17,11,0
Comoros,20-05-18,11,0
Comoros,20-05-19,11,0
Comoros,20-05-20,34,23
Comoros,20-05-21,34,0
Comoros,20-05-22,78,44
Comoros,20-05-23,78,0
Comoros,20-05-24,87,9
Comoros,20-05-25,87,0
Comoros,20-05-26,87,0
Comoros,20-05-27,87,0
Comoros,20-05-28,87,0
Comoros,20-05-29,87,0
Comoros,20-05-30,106,19
Comoros,20-05-31,106,0
Comoros,20-06-01,106,0
Comoros,20-06-02,132,26
Comoros,20-06-03,132,0
Comoros,20-06-04,132,0
Comoros,20-06-05,132,0
Comoros,20-06-06,141,9
Comoros,20-06-07,141,0
Comoros,20-06-08,141,0
Comoros,20-06-09,141,0
Comoros,20-06-10,162,21
Comoros,20-06-11,162,0
Comoros,20-06-12,163,1
Congo (Brazzaville),20-01-22,0,0
Congo (Brazzaville),20-01-23,0,0
Congo (Brazzaville),20-01-24,0,0
Congo (Brazzaville),20-01-25,0,0
Congo (Brazzaville),20-01-26,0,0
Congo (Brazzaville),20-01-27,0,0
Congo (Brazzaville),20-01-28,0,0
Congo (Brazzaville),20-01-29,0,0
Congo (Brazzaville),20-01-30,0,0
Congo (Brazzaville),20-01-31,0,0
Congo (Brazzaville),20-02-01,0,0
Congo (Brazzaville),20-02-02,0,0
Congo (Brazzaville),20-02-03,0,0
Congo (Brazzaville),20-02-04,0,0
Congo (Brazzaville),20-02-05,0,0
Congo (Brazzaville),20-02-06,0,0
Congo (Brazzaville),20-02-07,0,0
Congo (Brazzaville),20-02-08,0,0
Congo (Brazzaville),20-02-09,0,0
Congo (Brazzaville),20-02-10,0,0
Congo (Brazzaville),20-02-11,0,0
Congo (Brazzaville),20-02-12,0,0
Congo (Brazzaville),20-02-13,0,0
Congo (Brazzaville),20-02-14,0,0
Congo (Brazzaville),20-02-15,0,0
Congo (Brazzaville),20-02-16,0,0
Congo (Brazzaville),20-02-17,0,0
Congo (Brazzaville),20-02-18,0,0
Congo (Brazzaville),20-02-19,0,0
Congo (Brazzaville),20-02-20,0,0
Congo (Brazzaville),20-02-21,0,0
Congo (Brazzaville),20-02-22,0,0
Congo (Brazzaville),20-02-23,0,0
Congo (Brazzaville),20-02-24,0,0
Congo (Brazzaville),20-02-25,0,0
Congo (Brazzaville),20-02-26,0,0
Congo (Brazzaville),20-02-27,0,0
Congo (Brazzaville),20-02-28,0,0
Congo (Brazzaville),20-02-29,0,0
Congo (Brazzaville),20-03-01,0,0
Congo (Brazzaville),20-03-02,0,0
Congo (Brazzaville),20-03-03,0,0
Congo (Brazzaville),20-03-04,0,0
Congo (Brazzaville),20-03-05,0,0
Congo (Brazzaville),20-03-06,0,0
Congo (Brazzaville),20-03-07,0,0
Congo (Brazzaville),20-03-08,0,0
Congo (Brazzaville),20-03-09,0,0
Congo (Brazzaville),20-03-10,0,0
Congo (Brazzaville),20-03-11,0,0
Congo (Brazzaville),20-03-12,0,0
Congo (Brazzaville),20-03-13,0,0
Congo (Brazzaville),20-03-14,0,0
Congo (Brazzaville),20-03-15,1,1
Congo (Brazzaville),20-03-16,1,0
Congo (Brazzaville),20-03-17,1,0
Congo (Brazzaville),20-03-18,1,0
Congo (Brazzaville),20-03-19,3,2
Congo (Brazzaville),20-03-20,3,0
Congo (Brazzaville),20-03-21,3,0
Congo (Brazzaville),20-03-22,3,0
Congo (Brazzaville),20-03-23,4,1
Congo (Brazzaville),20-03-24,4,0
Congo (Brazzaville),20-03-25,4,0
Congo (Brazzaville),20-03-26,4,0
Congo (Brazzaville),20-03-27,4,0
Congo (Brazzaville),20-03-28,4,0
Congo (Brazzaville),20-03-29,19,15
Congo (Brazzaville),20-03-30,19,0
Congo (Brazzaville),20-03-31,19,0
Congo (Brazzaville),20-04-01,19,0
Congo (Brazzaville),20-04-02,22,3
Congo (Brazzaville),20-04-03,22,0
Congo (Brazzaville),20-04-04,22,0
Congo (Brazzaville),20-04-05,45,23
Congo (Brazzaville),20-04-06,45,0
Congo (Brazzaville),20-04-07,45,0
Congo (Brazzaville),20-04-08,45,0
Congo (Brazzaville),20-04-09,60,15
Congo (Brazzaville),20-04-10,60,0
Congo (Brazzaville),20-04-11,60,0
Congo (Brazzaville),20-04-12,60,0
Congo (Brazzaville),20-04-13,60,0
Congo (Brazzaville),20-04-14,60,0
Congo (Brazzaville),20-04-15,117,57
Congo (Brazzaville),20-04-16,117,0
Congo (Brazzaville),20-04-17,143,26
Congo (Brazzaville),20-04-18,143,0
Congo (Brazzaville),20-04-19,143,0
Congo (Brazzaville),20-04-20,160,17
Congo (Brazzaville),20-04-21,165,5
Congo (Brazzaville),20-04-22,186,21
Congo (Brazzaville),20-04-23,186,0
Congo (Brazzaville),20-04-24,200,14
Congo (Brazzaville),20-04-25,200,0
Congo (Brazzaville),20-04-26,200,0
Congo (Brazzaville),20-04-27,200,0
Congo (Brazzaville),20-04-28,207,7
Congo (Brazzaville),20-04-29,207,0
Congo (Brazzaville),20-04-30,220,13
Congo (Brazzaville),20-05-01,229,9
Congo (Brazzaville),20-05-02,229,0
Congo (Brazzaville),20-05-03,229,0
Congo (Brazzaville),20-05-04,236,7
Congo (Brazzaville),20-05-05,236,0
Congo (Brazzaville),20-05-06,264,28
Congo (Brazzaville),20-05-07,264,0
Congo (Brazzaville),20-05-08,274,10
Congo (Brazzaville),20-05-09,274,0
Congo (Brazzaville),20-05-10,274,0
Congo (Brazzaville),20-05-11,333,59
Congo (Brazzaville),20-05-12,333,0
Congo (Brazzaville),20-05-13,333,0
Congo (Brazzaville),20-05-14,391,58
Congo (Brazzaville),20-05-15,391,0
Congo (Brazzaville),20-05-16,391,0
Congo (Brazzaville),20-05-17,391,0
Congo (Brazzaville),20-05-18,412,21
Congo (Brazzaville),20-05-19,420,8
Congo (Brazzaville),20-05-20,420,0
Congo (Brazzaville),20-05-21,469,49
Congo (Brazzaville),20-05-22,469,0
Congo (Brazzaville),20-05-23,487,18
Congo (Brazzaville),20-05-24,487,0
Congo (Brazzaville),20-05-25,487,0
Congo (Brazzaville),20-05-26,487,0
Congo (Brazzaville),20-05-27,571,84
Congo (Brazzaville),20-05-28,571,0
Congo (Brazzaville),20-05-29,571,0
Congo (Brazzaville),20-05-30,571,0
Congo (Brazzaville),20-05-31,611,40
Congo (Brazzaville),20-06-01,611,0
Congo (Brazzaville),20-06-02,611,0
Congo (Brazzaville),20-06-03,611,0
Congo (Brazzaville),20-06-04,611,0
Congo (Brazzaville),20-06-05,635,24
Congo (Brazzaville),20-06-06,683,48
Congo (Brazzaville),20-06-07,683,0
Congo (Brazzaville),20-06-08,683,0
Congo (Brazzaville),20-06-09,728,45
Congo (Brazzaville),20-06-10,728,0
Congo (Brazzaville),20-06-11,728,0
Congo (Brazzaville),20-06-12,728,0
Congo (Kinshasa),20-01-22,0,0
Congo (Kinshasa),20-01-23,0,0
Congo (Kinshasa),20-01-24,0,0
Congo (Kinshasa),20-01-25,0,0
Congo (Kinshasa),20-01-26,0,0
Congo (Kinshasa),20-01-27,0,0
Congo (Kinshasa),20-01-28,0,0
Congo (Kinshasa),20-01-29,0,0
Congo (Kinshasa),20-01-30,0,0
Congo (Kinshasa),20-01-31,0,0
Congo (Kinshasa),20-02-01,0,0
Congo (Kinshasa),20-02-02,0,0
Congo (Kinshasa),20-02-03,0,0
Congo (Kinshasa),20-02-04,0,0
Congo (Kinshasa),20-02-05,0,0
Congo (Kinshasa),20-02-06,0,0
Congo (Kinshasa),20-02-07,0,0
Congo (Kinshasa),20-02-08,0,0
Congo (Kinshasa),20-02-09,0,0
Congo (Kinshasa),20-02-10,0,0
Congo (Kinshasa),20-02-11,0,0
Congo (Kinshasa),20-02-12,0,0
Congo (Kinshasa),20-02-13,0,0
Congo (Kinshasa),20-02-14,0,0
Congo (Kinshasa),20-02-15,0,0
Congo (Kinshasa),20-02-16,0,0
Congo (Kinshasa),20-02-17,0,0
Congo (Kinshasa),20-02-18,0,0
Congo (Kinshasa),20-02-19,0,0
Congo (Kinshasa),20-02-20,0,0
Congo (Kinshasa),20-02-21,0,0
Congo (Kinshasa),20-02-22,0,0
Congo (Kinshasa),20-02-23,0,0
Congo (Kinshasa),20-02-24,0,0
Congo (Kinshasa),20-02-25,0,0
Congo (Kinshasa),20-02-26,0,0
Congo (Kinshasa),20-02-27,0,0
Congo (Kinshasa),20-02-28,0,0
Congo (Kinshasa),20-02-29,0,0
Congo (Kinshasa),20-03-01,0,0
Congo (Kinshasa),20-03-02,0,0
Congo (Kinshasa),20-03-03,0,0
Congo (Kinshasa),20-03-04,0,0
Congo (Kinshasa),20-03-05,0,0
Congo (Kinshasa),20-03-06,0,0
Congo (Kinshasa),20-03-07,0,0
Congo (Kinshasa),20-03-08,0,0
Congo (Kinshasa),20-03-09,0,0
Congo (Kinshasa),20-03-10,0,0
Congo (Kinshasa),20-03-11,1,1
Congo (Kinshasa),20-03-12,1,0
Congo (Kinshasa),20-03-13,2,1
Congo (Kinshasa),20-03-14,2,0
Congo (Kinshasa),20-03-15,2,0
Congo (Kinshasa),20-03-16,2,0
Congo (Kinshasa),20-03-17,3,1
Congo (Kinshasa),20-03-18,4,1
Congo (Kinshasa),20-03-19,14,10
Congo (Kinshasa),20-03-20,18,4
Congo (Kinshasa),20-03-21,23,5
Congo (Kinshasa),20-03-22,30,7
Congo (Kinshasa),20-03-23,36,6
Congo (Kinshasa),20-03-24,45,9
Congo (Kinshasa),20-03-25,48,3
Congo (Kinshasa),20-03-26,51,3
Congo (Kinshasa),20-03-27,51,0
Congo (Kinshasa),20-03-28,65,14
Congo (Kinshasa),20-03-29,65,0
Congo (Kinshasa),20-03-30,81,16
Congo (Kinshasa),20-03-31,98,17
Congo (Kinshasa),20-04-01,109,11
Congo (Kinshasa),20-04-02,134,25
Congo (Kinshasa),20-04-03,134,0
Congo (Kinshasa),20-04-04,154,20
Congo (Kinshasa),20-04-05,154,0
Congo (Kinshasa),20-04-06,161,7
Congo (Kinshasa),20-04-07,180,19
Congo (Kinshasa),20-04-08,180,0
Congo (Kinshasa),20-04-09,180,0
Congo (Kinshasa),20-04-10,215,35
Congo (Kinshasa),20-04-11,223,8
Congo (Kinshasa),20-04-12,234,11
Congo (Kinshasa),20-04-13,235,1
Congo (Kinshasa),20-04-14,241,6
Congo (Kinshasa),20-04-15,254,13
Congo (Kinshasa),20-04-16,267,13
Congo (Kinshasa),20-04-17,287,20
Congo (Kinshasa),20-04-18,307,20
Congo (Kinshasa),20-04-19,327,20
Congo (Kinshasa),20-04-20,332,5
Congo (Kinshasa),20-04-21,350,18
Congo (Kinshasa),20-04-22,359,9
Congo (Kinshasa),20-04-23,377,18
Congo (Kinshasa),20-04-24,394,17
Congo (Kinshasa),20-04-25,416,22
Congo (Kinshasa),20-04-26,442,26
Congo (Kinshasa),20-04-27,459,17
Congo (Kinshasa),20-04-28,471,12
Congo (Kinshasa),20-04-29,491,20
Congo (Kinshasa),20-04-30,572,81
Congo (Kinshasa),20-05-01,604,32
Congo (Kinshasa),20-05-02,674,70
Congo (Kinshasa),20-05-03,674,0
Congo (Kinshasa),20-05-04,682,8
Congo (Kinshasa),20-05-05,705,23
Congo (Kinshasa),20-05-06,797,92
Congo (Kinshasa),20-05-07,863,66
Congo (Kinshasa),20-05-08,937,74
Congo (Kinshasa),20-05-09,937,0
Congo (Kinshasa),20-05-10,991,54
Congo (Kinshasa),20-05-11,1024,33
Congo (Kinshasa),20-05-12,1102,78
Congo (Kinshasa),20-05-13,1169,67
Congo (Kinshasa),20-05-14,1242,73
Congo (Kinshasa),20-05-15,1298,56
Congo (Kinshasa),20-05-16,1455,157
Congo (Kinshasa),20-05-17,1455,0
Congo (Kinshasa),20-05-18,1538,83
Congo (Kinshasa),20-05-19,1629,91
Congo (Kinshasa),20-05-20,1731,102
Congo (Kinshasa),20-05-21,1835,104
Congo (Kinshasa),20-05-22,1945,110
Congo (Kinshasa),20-05-23,2025,80
Congo (Kinshasa),20-05-24,2141,116
Congo (Kinshasa),20-05-25,2297,156
Congo (Kinshasa),20-05-26,2403,106
Congo (Kinshasa),20-05-27,2546,143
Congo (Kinshasa),20-05-28,2660,114
Congo (Kinshasa),20-05-29,2833,173
Congo (Kinshasa),20-05-30,2966,133
Congo (Kinshasa),20-05-31,3070,104
Congo (Kinshasa),20-06-01,3195,125
Congo (Kinshasa),20-06-02,3326,131
Congo (Kinshasa),20-06-03,3495,169
Congo (Kinshasa),20-06-04,3644,149
Congo (Kinshasa),20-06-05,3764,120
Congo (Kinshasa),20-06-06,3878,114
Congo (Kinshasa),20-06-07,4016,138
Congo (Kinshasa),20-06-08,4106,90
Congo (Kinshasa),20-06-09,4259,153
Congo (Kinshasa),20-06-10,4390,131
Congo (Kinshasa),20-06-11,4515,125
Congo (Kinshasa),20-06-12,4637,122
Costa Rica,20-01-22,0,0
Costa Rica,20-01-23,0,0
Costa Rica,20-01-24,0,0
Costa Rica,20-01-25,0,0
Costa Rica,20-01-26,0,0
Costa Rica,20-01-27,0,0
Costa Rica,20-01-28,0,0
Costa Rica,20-01-29,0,0
Costa Rica,20-01-30,0,0
Costa Rica,20-01-31,0,0
Costa Rica,20-02-01,0,0
Costa Rica,20-02-02,0,0
Costa Rica,20-02-03,0,0
Costa Rica,20-02-04,0,0
Costa Rica,20-02-05,0,0
Costa Rica,20-02-06,0,0
Costa Rica,20-02-07,0,0
Costa Rica,20-02-08,0,0
Costa Rica,20-02-09,0,0
Costa Rica,20-02-10,0,0
Costa Rica,20-02-11,0,0
Costa Rica,20-02-12,0,0
Costa Rica,20-02-13,0,0
Costa Rica,20-02-14,0,0
Costa Rica,20-02-15,0,0
Costa Rica,20-02-16,0,0
Costa Rica,20-02-17,0,0
Costa Rica,20-02-18,0,0
Costa Rica,20-02-19,0,0
Costa Rica,20-02-20,0,0
Costa Rica,20-02-21,0,0
Costa Rica,20-02-22,0,0
Costa Rica,20-02-23,0,0
Costa Rica,20-02-24,0,0
Costa Rica,20-02-25,0,0
Costa Rica,20-02-26,0,0
Costa Rica,20-02-27,0,0
Costa Rica,20-02-28,0,0
Costa Rica,20-02-29,0,0
Costa Rica,20-03-01,0,0
Costa Rica,20-03-02,0,0
Costa Rica,20-03-03,0,0
Costa Rica,20-03-04,0,0
Costa Rica,20-03-05,0,0
Costa Rica,20-03-06,1,1
Costa Rica,20-03-07,1,0
Costa Rica,20-03-08,5,4
Costa Rica,20-03-09,9,4
Costa Rica,20-03-10,9,0
Costa Rica,20-03-11,13,4
Costa Rica,20-03-12,22,9
Costa Rica,20-03-13,23,1
Costa Rica,20-03-14,26,3
Costa Rica,20-03-15,27,1
Costa Rica,20-03-16,35,8
Costa Rica,20-03-17,41,6
Costa Rica,20-03-18,50,9
Costa Rica,20-03-19,69,19
Costa Rica,20-03-20,89,20
Costa Rica,20-03-21,117,28
Costa Rica,20-03-22,134,17
Costa Rica,20-03-23,158,24
Costa Rica,20-03-24,177,19
Costa Rica,20-03-25,201,24
Costa Rica,20-03-26,231,30
Costa Rica,20-03-27,263,32
Costa Rica,20-03-28,295,32
Costa Rica,20-03-29,314,19
Costa Rica,20-03-30,330,16
Costa Rica,20-03-31,347,17
Costa Rica,20-04-01,375,28
Costa Rica,20-04-02,396,21
Costa Rica,20-04-03,416,20
Costa Rica,20-04-04,435,19
Costa Rica,20-04-05,454,19
Costa Rica,20-04-06,467,13
Costa Rica,20-04-07,483,16
Costa Rica,20-04-08,502,19
Costa Rica,20-04-09,539,37
Costa Rica,20-04-10,558,19
Costa Rica,20-04-11,577,19
Costa Rica,20-04-12,595,18
Costa Rica,20-04-13,612,17
Costa Rica,20-04-14,618,6
Costa Rica,20-04-15,626,8
Costa Rica,20-04-16,642,16
Costa Rica,20-04-17,649,7
Costa Rica,20-04-18,655,6
Costa Rica,20-04-19,660,5
Costa Rica,20-04-20,662,2
Costa Rica,20-04-21,669,7
Costa Rica,20-04-22,681,12
Costa Rica,20-04-23,686,5
Costa Rica,20-04-24,687,1
Costa Rica,20-04-25,693,6
Costa Rica,20-04-26,695,2
Costa Rica,20-04-27,697,2
Costa Rica,20-04-28,705,8
Costa Rica,20-04-29,713,8
Costa Rica,20-04-30,719,6
Costa Rica,20-05-01,725,6
Costa Rica,20-05-02,733,8
Costa Rica,20-05-03,739,6
Costa Rica,20-05-04,742,3
Costa Rica,20-05-05,755,13
Costa Rica,20-05-06,761,6
Costa Rica,20-05-07,765,4
Costa Rica,20-05-08,773,8
Costa Rica,20-05-09,780,7
Costa Rica,20-05-10,792,12
Costa Rica,20-05-11,801,9
Costa Rica,20-05-12,804,3
Costa Rica,20-05-13,815,11
Costa Rica,20-05-14,830,15
Costa Rica,20-05-15,843,13
Costa Rica,20-05-16,853,10
Costa Rica,20-05-17,863,10
Costa Rica,20-05-18,866,3
Costa Rica,20-05-19,882,16
Costa Rica,20-05-20,897,15
Costa Rica,20-05-21,903,6
Costa Rica,20-05-22,911,8
Costa Rica,20-05-23,918,7
Costa Rica,20-05-24,930,12
Costa Rica,20-05-25,951,21
Costa Rica,20-05-26,956,5
Costa Rica,20-05-27,984,28
Costa Rica,20-05-28,1000,16
Costa Rica,20-05-29,1022,22
Costa Rica,20-05-30,1047,25
Costa Rica,20-05-31,1056,9
Costa Rica,20-06-01,1084,28
Costa Rica,20-06-02,1105,21
Costa Rica,20-06-03,1157,52
Costa Rica,20-06-04,1194,37
Costa Rica,20-06-05,1228,34
Costa Rica,20-06-06,1263,35
Costa Rica,20-06-07,1318,55
Costa Rica,20-06-08,1342,24
Costa Rica,20-06-09,1375,33
Costa Rica,20-06-10,1461,86
Costa Rica,20-06-11,1538,77
Costa Rica,20-06-12,1612,74
Cote d'Ivoire,20-01-22,0,0
Cote d'Ivoire,20-01-23,0,0
Cote d'Ivoire,20-01-24,0,0
Cote d'Ivoire,20-01-25,0,0
Cote d'Ivoire,20-01-26,0,0
Cote d'Ivoire,20-01-27,0,0
Cote d'Ivoire,20-01-28,0,0
Cote d'Ivoire,20-01-29,0,0
Cote d'Ivoire,20-01-30,0,0
Cote d'Ivoire,20-01-31,0,0
Cote d'Ivoire,20-02-01,0,0
Cote d'Ivoire,20-02-02,0,0
Cote d'Ivoire,20-02-03,0,0
Cote d'Ivoire,20-02-04,0,0
Cote d'Ivoire,20-02-05,0,0
Cote d'Ivoire,20-02-06,0,0
Cote d'Ivoire,20-02-07,0,0
Cote d'Ivoire,20-02-08,0,0
Cote d'Ivoire,20-02-09,0,0
Cote d'Ivoire,20-02-10,0,0
Cote d'Ivoire,20-02-11,0,0
Cote d'Ivoire,20-02-12,0,0
Cote d'Ivoire,20-02-13,0,0
Cote d'Ivoire,20-02-14,0,0
Cote d'Ivoire,20-02-15,0,0
Cote d'Ivoire,20-02-16,0,0
Cote d'Ivoire,20-02-17,0,0
Cote d'Ivoire,20-02-18,0,0
Cote d'Ivoire,20-02-19,0,0
Cote d'Ivoire,20-02-20,0,0
Cote d'Ivoire,20-02-21,0,0
Cote d'Ivoire,20-02-22,0,0
Cote d'Ivoire,20-02-23,0,0
Cote d'Ivoire,20-02-24,0,0
Cote d'Ivoire,20-02-25,0,0
Cote d'Ivoire,20-02-26,0,0
Cote d'Ivoire,20-02-27,0,0
Cote d'Ivoire,20-02-28,0,0
Cote d'Ivoire,20-02-29,0,0
Cote d'Ivoire,20-03-01,0,0
Cote d'Ivoire,20-03-02,0,0
Cote d'Ivoire,20-03-03,0,0
Cote d'Ivoire,20-03-04,0,0
Cote d'Ivoire,20-03-05,0,0
Cote d'Ivoire,20-03-06,0,0
Cote d'Ivoire,20-03-07,0,0
Cote d'Ivoire,20-03-08,0,0
Cote d'Ivoire,20-03-09,0,0
Cote d'Ivoire,20-03-10,0,0
Cote d'Ivoire,20-03-11,1,1
Cote d'Ivoire,20-03-12,1,0
Cote d'Ivoire,20-03-13,1,0
Cote d'Ivoire,20-03-14,1,0
Cote d'Ivoire,20-03-15,1,0
Cote d'Ivoire,20-03-16,1,0
Cote d'Ivoire,20-03-17,5,4
Cote d'Ivoire,20-03-18,6,1
Cote d'Ivoire,20-03-19,9,3
Cote d'Ivoire,20-03-20,9,0
Cote d'Ivoire,20-03-21,14,5
Cote d'Ivoire,20-03-22,14,0
Cote d'Ivoire,20-03-23,25,11
Cote d'Ivoire,20-03-24,73,48
Cote d'Ivoire,20-03-25,80,7
Cote d'Ivoire,20-03-26,96,16
Cote d'Ivoire,20-03-27,101,5
Cote d'Ivoire,20-03-28,101,0
Cote d'Ivoire,20-03-29,165,64
Cote d'Ivoire,20-03-30,168,3
Cote d'Ivoire,20-03-31,179,11
Cote d'Ivoire,20-04-01,190,11
Cote d'Ivoire,20-04-02,194,4
Cote d'Ivoire,20-04-03,218,24
Cote d'Ivoire,20-04-04,245,27
Cote d'Ivoire,20-04-05,261,16
Cote d'Ivoire,20-04-06,323,62
Cote d'Ivoire,20-04-07,349,26
Cote d'Ivoire,20-04-08,384,35
Cote d'Ivoire,20-04-09,444,60
Cote d'Ivoire,20-04-10,444,0
Cote d'Ivoire,20-04-11,533,89
Cote d'Ivoire,20-04-12,574,41
Cote d'Ivoire,20-04-13,626,52
Cote d'Ivoire,20-04-14,638,12
Cote d'Ivoire,20-04-15,638,0
Cote d'Ivoire,20-04-16,654,16
Cote d'Ivoire,20-04-17,688,34
Cote d'Ivoire,20-04-18,801,113
Cote d'Ivoire,20-04-19,847,46
Cote d'Ivoire,20-04-20,847,0
Cote d'Ivoire,20-04-21,916,69
Cote d'Ivoire,20-04-22,952,36
Cote d'Ivoire,20-04-23,1004,52
Cote d'Ivoire,20-04-24,1077,73
Cote d'Ivoire,20-04-25,1077,0
Cote d'Ivoire,20-04-26,1150,73
Cote d'Ivoire,20-04-27,1164,14
Cote d'Ivoire,20-04-28,1183,19
Cote d'Ivoire,20-04-29,1238,55
Cote d'Ivoire,20-04-30,1275,37
Cote d'Ivoire,20-05-01,1333,58
Cote d'Ivoire,20-05-02,1362,29
Cote d'Ivoire,20-05-03,1398,36
Cote d'Ivoire,20-05-04,1432,34
Cote d'Ivoire,20-05-05,1464,32
Cote d'Ivoire,20-05-06,1516,52
Cote d'Ivoire,20-05-07,1571,55
Cote d'Ivoire,20-05-08,1602,31
Cote d'Ivoire,20-05-09,1667,65
Cote d'Ivoire,20-05-10,1700,33
Cote d'Ivoire,20-05-11,1730,30
Cote d'Ivoire,20-05-12,1857,127
Cote d'Ivoire,20-05-13,1912,55
Cote d'Ivoire,20-05-14,1971,59
Cote d'Ivoire,20-05-15,2017,46
Cote d'Ivoire,20-05-16,2061,44
Cote d'Ivoire,20-05-17,2109,48
Cote d'Ivoire,20-05-18,2119,10
Cote d'Ivoire,20-05-19,2153,34
Cote d'Ivoire,20-05-20,2231,78
Cote d'Ivoire,20-05-21,2301,70
Cote d'Ivoire,20-05-22,2341,40
Cote d'Ivoire,20-05-23,2366,25
Cote d'Ivoire,20-05-24,2376,10
Cote d'Ivoire,20-05-25,2423,47
Cote d'Ivoire,20-05-26,2477,54
Cote d'Ivoire,20-05-27,2556,79
Cote d'Ivoire,20-05-28,2641,85
Cote d'Ivoire,20-05-29,2750,109
Cote d'Ivoire,20-05-30,2799,49
Cote d'Ivoire,20-05-31,2833,34
Cote d'Ivoire,20-06-01,2951,118
Cote d'Ivoire,20-06-02,3024,73
Cote d'Ivoire,20-06-03,3110,86
Cote d'Ivoire,20-06-04,3262,152
Cote d'Ivoire,20-06-05,3431,169
Cote d'Ivoire,20-06-06,3557,126
Cote d'Ivoire,20-06-07,3739,182
Cote d'Ivoire,20-06-08,3881,142
Cote d'Ivoire,20-06-09,3995,114
Cote d'Ivoire,20-06-10,4181,186
Cote d'Ivoire,20-06-11,4404,223
Cote d'Ivoire,20-06-12,4684,280
Croatia,20-01-22,0,0
Croatia,20-01-23,0,0
Croatia,20-01-24,0,0
Croatia,20-01-25,0,0
Croatia,20-01-26,0,0
Croatia,20-01-27,0,0
Croatia,20-01-28,0,0
Croatia,20-01-29,0,0
Croatia,20-01-30,0,0
Croatia,20-01-31,0,0
Croatia,20-02-01,0,0
Croatia,20-02-02,0,0
Croatia,20-02-03,0,0
Croatia,20-02-04,0,0
Croatia,20-02-05,0,0
Croatia,20-02-06,0,0
Croatia,20-02-07,0,0
Croatia,20-02-08,0,0
Croatia,20-02-09,0,0
Croatia,20-02-10,0,0
Croatia,20-02-11,0,0
Croatia,20-02-12,0,0
Croatia,20-02-13,0,0
Croatia,20-02-14,0,0
Croatia,20-02-15,0,0
Croatia,20-02-16,0,0
Croatia,20-02-17,0,0
